SK_ID_CURR,CODE_GENDER,EXT_SOURCE_2,EXT_SOURCE_3,FLAG_OWN_REALTY,FLAG_PHONE,NAME_FAMILY_STATUS,FLAG_DOCUMENT_3,REG_CITY_NOT_WORK_CITY,FLAG_OWN_CAR,NAME_EDUCATION_TYPE,REGION_RATING_CLIENT_W_CITY,FLAG_WORK_PHONE,CNT_CHILDREN,prevapp_NFLAG_INSURED_ON_APPROVAL_max,OCCUPATION_TYPE
345983,M,0.5052444440705988,0.5316861425197883,Y,0,Married,0,0,Y,Secondary / secondary special,2,0,0,1.0,
284103,F,0.5733217116721889,0.1261005588362325,Y,1,Married,0,0,N,Secondary / secondary special,2,1,2,1.0,
280677,F,0.6621951009056665,0.5100895276257282,Y,0,Married,1,0,Y,Higher education,2,0,1,0.0,
378518,F,0.5095076687861732,0.2851799046358216,N,0,Widow,0,1,N,Incomplete higher,2,0,0,1.0,Low-skill Laborers
425522,F,0.6262875645956664,0.4938628816996244,Y,1,Married,1,0,N,Secondary / secondary special,2,1,0,1.0,Sales staff
390314,F,0.6193888129118037,0.6161216908872079,Y,0,Civil marriage,0,0,N,Secondary / secondary special,2,0,0,0.0,
160738,F,0.7290527196773077,0.5884877883422673,N,0,Single / not married,1,0,Y,Higher education,2,0,0,0.0,
389904,F,0.7179689859068571,0.7062051096536562,N,1,Married,1,1,N,Higher education,2,0,2,0.0,Core staff
123258,F,0.4720841737865462,0.5867400085415683,Y,0,Married,0,0,N,Higher education,2,0,1,1.0,Core staff
152796,M,,,N,1,Single / not married,1,1,N,Higher education,2,0,0,0.0,High skill tech staff
134391,M,0.2650475600360688,,Y,0,Single / not married,1,0,N,Secondary / secondary special,2,0,0,0.0,Drivers
349402,F,0.502418232531289,0.6127042441012546,Y,0,Single / not married,1,0,Y,Secondary / secondary special,2,0,0,1.0,Core staff
196937,F,0.630240460872275,,Y,1,Married,1,0,Y,Secondary / secondary special,2,0,2,1.0,High skill tech staff
292484,F,0.7459853425075461,0.1428725230413196,N,1,Separated,1,1,Y,Secondary / secondary special,2,0,2,0.0,High skill tech staff
160044,M,0.7559949586835784,,Y,0,Married,1,0,N,Secondary / secondary special,1,0,0,0.0,Laborers
138523,F,0.7630599736275052,0.5602843280409464,Y,0,Separated,1,0,N,Secondary / secondary special,2,0,0,1.0,Medicine staff
209865,F,0.5980067070095784,0.4066174366275036,N,0,Single / not married,0,0,N,Secondary / secondary special,2,0,0,0.0,
297401,F,0.2487296976618488,,Y,0,Married,0,0,N,Secondary / secondary special,2,0,0,1.0,
155773,F,0.7577895556996982,0.2471909382666521,Y,0,Married,0,0,N,Secondary / secondary special,1,0,0,0.0,Sales staff
387025,F,0.4273561277108668,0.1852020815902493,Y,0,Married,1,1,Y,Secondary / secondary special,2,1,0,1.0,Secretaries
337101,F,0.0507204666212849,0.4014074137749511,N,1,Married,1,0,N,Higher education,1,0,0,0.0,Sales staff
322386,M,0.7032301699773443,0.3016248916841194,Y,0,Married,1,0,N,Higher education,2,0,1,1.0,Security staff
338300,F,0.5885936894845518,0.1929422277169508,Y,0,Single / not married,1,0,N,Incomplete higher,2,0,0,0.0,Laborers
379443,M,0.6847183766793794,0.4170996682522097,Y,1,Married,0,1,Y,Secondary / secondary special,2,1,1,1.0,Laborers
129426,M,0.0486525757897778,0.3170317785834444,N,1,Married,1,1,Y,Secondary / secondary special,2,1,2,0.0,Laborers
277039,M,0.7286983662403449,0.7380196196295241,Y,1,Married,1,0,Y,Secondary / secondary special,1,1,1,1.0,Managers
450086,M,0.6318798514022417,0.475849908720221,N,0,Civil marriage,0,1,Y,Secondary / secondary special,2,0,0,1.0,Laborers
276602,F,0.2445043284100984,0.2822484337007223,N,0,Widow,0,0,N,Secondary / secondary special,3,0,0,,
138400,M,0.3391351766587919,0.3589512285783967,Y,1,Married,1,0,N,Higher education,2,1,0,0.0,Managers
211463,M,0.7068046717196228,0.8658959152750668,N,0,Married,1,0,N,Higher education,1,0,1,0.0,High skill tech staff
114666,F,0.7479197144623475,0.4031416766587513,Y,1,Married,1,0,N,Secondary / secondary special,2,1,0,1.0,Sales staff
124477,F,0.3299975832132819,0.6058362647264226,N,0,Married,1,0,N,Secondary / secondary special,2,0,0,1.0,
165205,F,0.5424103148029789,0.2925880073368475,N,0,Married,1,0,Y,Higher education,2,0,2,1.0,Managers
343760,M,0.7498689059346317,0.5567274263630174,N,0,Married,0,0,Y,Higher education,2,0,2,1.0,High skill tech staff
140623,F,0.3754526358645565,0.5531646987710016,Y,0,Single / not married,1,0,N,Secondary / secondary special,3,0,0,0.0,Secretaries
143311,F,0.4945461380443175,0.6127042441012546,Y,0,Married,1,0,Y,Secondary / secondary special,2,0,0,1.0,Cooking staff
185989,M,0.2629358786975408,,N,1,Single / not married,0,0,Y,Secondary / secondary special,2,0,1,0.0,
298045,F,0.4884906348514858,0.5762088360175724,Y,0,Married,1,0,N,Higher education,2,0,0,1.0,Sales staff
112205,F,0.6026238850939697,0.1745642655572634,Y,1,Married,1,0,N,Higher education,2,1,1,0.0,Core staff
189803,F,0.1857263161848868,0.470456116119975,Y,0,Married,1,0,N,Higher education,3,0,1,1.0,
342139,F,0.7024491830125494,0.7366226976503176,Y,0,Single / not married,1,0,N,Secondary / secondary special,2,0,0,1.0,
213028,M,0.4722749227543728,0.6075573001388961,Y,0,Married,1,0,N,Secondary / secondary special,2,0,0,1.0,Managers
357624,F,0.6074053904559067,0.5814837058057234,Y,0,Married,1,0,N,Higher education,3,0,0,0.0,Security staff
422659,M,0.4694036763777429,0.6528965519806539,N,0,Married,1,0,N,Secondary / secondary special,2,0,0,1.0,
334791,F,0.6810863906097395,0.7490217048463391,Y,1,Married,0,0,N,Secondary / secondary special,2,0,0,0.0,
430775,F,0.5964391699519216,0.7557400501752248,N,0,Married,1,0,N,Secondary / secondary special,2,0,0,1.0,Security staff
266456,F,0.6639245541612238,0.4632753280912678,Y,0,Civil marriage,1,0,N,Secondary / secondary special,2,0,0,1.0,Sales staff
112836,M,0.6275304354888024,0.7675231046555077,Y,1,Civil marriage,0,0,Y,Higher education,1,1,0,1.0,Drivers
430776,F,0.6352254835852345,0.8256357449717892,Y,1,Married,0,0,N,Secondary / secondary special,2,1,0,0.0,Laborers
401108,F,0.7656045313463811,0.4507472818545589,Y,1,Married,1,0,N,Secondary / secondary special,2,0,0,1.0,Medicine staff
266876,M,0.6009102687771327,0.7151031019926098,Y,0,Single / not married,1,0,Y,Higher education,2,0,0,0.0,
193089,M,0.4417013952348108,0.4920600938649263,N,0,Civil marriage,1,1,N,Secondary / secondary special,3,1,0,0.0,Drivers
125751,F,0.6245355143357533,0.4866531565147181,Y,0,Married,0,0,N,Secondary / secondary special,2,0,0,1.0,
182248,F,0.68583141122423,0.4776491548517548,N,1,Married,0,0,Y,Secondary / secondary special,2,1,0,0.0,Core staff
333675,M,0.0753124422698254,0.3962195720630885,N,0,Civil marriage,1,1,N,Secondary / secondary special,2,1,0,1.0,Security staff
102143,M,0.4511475139180595,0.3723336657058204,Y,1,Married,0,0,Y,Higher education,2,1,0,0.0,Managers
291986,F,0.6504267743349164,0.7295666907060153,Y,1,Married,1,0,Y,Secondary / secondary special,2,0,0,0.0,
138839,M,0.2675384198957301,0.807273923277881,N,0,Married,0,0,Y,Secondary / secondary special,2,0,0,,
148136,M,0.6291900775955684,0.5691487713619409,Y,1,Married,0,0,Y,Secondary / secondary special,2,1,1,1.0,High skill tech staff
378496,F,0.6686941784225079,0.7407990879702335,N,1,Separated,0,0,N,Higher education,2,0,0,0.0,Core staff
139605,F,0.653458571260668,0.3689687382528466,N,0,Widow,0,0,N,Higher education,2,0,0,,
233353,F,0.0298379128650086,0.1510075350878296,N,0,Single / not married,0,1,N,Secondary / secondary special,2,0,0,0.0,Core staff
110397,F,0.6815469448784708,0.6971469077844458,N,1,Married,1,0,N,Secondary / secondary special,2,0,0,0.0,
426103,M,0.7458983146701954,0.1862929496555374,Y,1,Married,1,0,Y,Secondary / secondary special,2,0,0,1.0,
122624,F,0.5142174453088691,,Y,0,Married,1,0,N,Secondary / secondary special,2,0,0,1.0,
296180,F,0.7178405574265971,0.8406665596573005,Y,0,Widow,0,0,N,Secondary / secondary special,2,0,0,1.0,
312439,M,0.5889960699369411,0.6674577419214722,Y,0,Married,0,0,Y,Secondary / secondary special,2,0,1,,Laborers
421750,F,0.1307208918784871,0.2970866116472028,Y,0,Single / not married,1,0,N,Secondary / secondary special,3,0,1,1.0,
308303,F,0.5629347101367803,0.4471785780453068,Y,0,Married,1,0,N,Secondary / secondary special,2,0,0,1.0,Laborers
268606,M,0.5738832969364318,0.6925590674998008,Y,0,Single / not married,1,1,N,Secondary / secondary special,2,0,0,0.0,Laborers
257626,F,0.6484353382241267,0.3062022983135042,N,0,Single / not married,1,0,Y,Secondary / secondary special,2,0,0,0.0,Laborers
247821,F,0.7127863706621222,0.5656079814115492,Y,0,Married,0,0,Y,Secondary / secondary special,2,0,1,0.0,Core staff
140578,F,0.0531402933898,,N,1,Single / not married,1,1,N,Secondary / secondary special,2,1,0,,
372540,F,0.4891190125805449,,Y,0,Married,1,0,N,Secondary / secondary special,2,0,0,0.0,
317071,M,0.6417970072242652,0.7281412993111438,Y,1,Civil marriage,0,0,Y,Secondary / secondary special,2,0,0,0.0,
200090,F,0.5620359973296488,0.6894791426446275,N,0,Single / not married,1,1,Y,Secondary / secondary special,2,0,1,1.0,Laborers
101538,M,0.2407392316605993,0.5779691187553125,Y,1,Married,0,0,N,Secondary / secondary special,2,0,2,1.0,
368698,M,0.0205853372775324,,Y,0,Separated,1,0,Y,Secondary / secondary special,3,1,0,0.0,Laborers
333727,F,0.6578574440155289,0.4258928980051529,Y,0,Married,1,0,Y,Secondary / secondary special,3,0,2,0.0,Sales staff
191974,F,0.7793075785646181,0.6690566947824041,N,0,Separated,1,0,N,Higher education,2,0,0,,High skill tech staff
226743,F,0.7408171516840655,0.7091891096653581,N,0,Single / not married,1,0,N,Secondary / secondary special,2,0,0,1.0,
446285,F,0.4296373929152741,0.4776491548517548,Y,0,Civil marriage,1,0,N,Secondary / secondary special,3,0,0,0.0,Laborers
184126,F,0.7399891439535897,0.6041125998015721,Y,0,Civil marriage,0,0,Y,Secondary / secondary special,1,0,0,,
349136,F,0.3802384800801298,0.3859146722745145,Y,0,Married,1,0,N,Secondary / secondary special,2,0,1,1.0,Laborers
153624,F,0.5563817057531176,0.2764406945454034,Y,0,Married,1,1,N,Secondary / secondary special,2,0,2,0.0,Laborers
444775,M,0.4516511315467914,0.501075160239048,N,0,Married,1,1,Y,Secondary / secondary special,3,1,2,0.0,Laborers
288359,F,0.1274367598131674,0.5726825047161584,Y,0,Civil marriage,1,1,N,Higher education,2,1,0,1.0,Sales staff
123690,F,0.6908929456409371,0.2301588968634147,N,1,Separated,1,0,Y,Higher education,2,1,0,0.0,Accountants
125862,F,0.4861577749817941,0.6738300778602003,Y,0,Single / not married,0,0,N,Higher education,2,0,0,1.0,Accountants
229764,F,0.6320019205861112,,Y,0,Single / not married,1,1,N,Secondary / secondary special,2,0,1,1.0,Laborers
239257,F,0.5398691341796813,0.5172965813614878,Y,0,Widow,1,0,N,Secondary / secondary special,2,0,0,1.0,Managers
196864,F,0.4044279738048801,0.5602843280409464,Y,0,Married,1,0,N,Secondary / secondary special,2,0,0,1.0,Sales staff
291527,F,0.5324840925654932,0.4992720153045617,Y,1,Civil marriage,1,0,N,Secondary / secondary special,2,0,0,1.0,
418766,M,0.4022282392328423,0.6848276586890367,N,0,Married,0,0,Y,Higher education,2,0,1,1.0,Laborers
224552,F,0.1915258625230554,0.6879328378491735,Y,0,Married,0,0,N,Secondary / secondary special,2,0,0,1.0,
218033,F,0.6683307334048741,0.3825018041447388,N,1,Married,1,0,Y,Secondary / secondary special,3,0,0,1.0,
225127,F,0.2406792811446295,0.4794489811780563,Y,0,Married,1,0,Y,Secondary / secondary special,2,1,1,1.0,Core staff
101475,F,0.5697445889788223,0.6023863442690867,N,1,Widow,0,0,N,Secondary / secondary special,2,0,0,1.0,
382719,F,0.1219480814436652,0.6769925032909132,N,1,Married,1,0,Y,Higher education,2,0,1,0.0,Core staff
261216,F,0.7786336332826906,0.3910549766342248,Y,0,Married,0,0,N,Secondary / secondary special,2,0,0,1.0,
276251,F,0.5578600842408517,0.4400578303966329,Y,0,Married,0,0,N,Secondary / secondary special,2,0,0,1.0,Medicine staff
204529,F,0.4942126995653087,0.6363761710860439,Y,0,Single / not married,1,0,Y,Secondary / secondary special,2,0,0,0.0,Laborers
429650,F,0.4631998055574171,0.2851799046358216,Y,0,Married,1,0,N,Secondary / secondary special,2,0,1,0.0,Core staff
190921,F,0.6311928977527985,0.2692857999073816,Y,1,Married,1,0,Y,Higher education,2,0,0,0.0,High skill tech staff
140713,M,0.0613528261041832,0.2525986978339766,N,0,Single / not married,1,0,Y,Secondary / secondary special,2,0,0,0.0,Laborers
408331,M,0.7059066004778441,,N,0,Married,0,0,Y,Higher education,2,0,0,,Sales staff
411110,F,0.5873169385729095,0.6144143775673561,N,0,Civil marriage,0,1,N,Higher education,3,0,0,,Core staff
210031,F,0.524419463571891,,N,1,Married,1,1,N,Secondary / secondary special,2,1,0,1.0,Sales staff
140773,F,0.6292053832377807,0.2678689358444539,Y,1,Separated,1,1,N,Secondary / secondary special,2,1,0,1.0,Laborers
237795,M,0.6076608780433802,0.7209441499436497,Y,0,Civil marriage,0,0,Y,Secondary / secondary special,2,0,0,1.0,Laborers
172135,M,0.546001094784575,,N,0,Civil marriage,1,0,Y,Secondary / secondary special,2,0,1,0.0,Sales staff
315209,M,0.5925117670702922,0.6347055309763198,Y,0,Married,0,0,N,Secondary / secondary special,2,0,1,0.0,Core staff
455672,F,0.7208646215167975,0.475849908720221,Y,0,Married,1,0,N,Higher education,2,0,0,0.0,
175338,M,0.5321411165752807,0.5028782772082183,Y,1,Married,1,0,Y,Secondary / secondary special,2,1,2,0.0,
273362,M,0.2665197753925157,0.7544061731797895,Y,0,Single / not married,1,0,N,Secondary / secondary special,2,0,0,0.0,Laborers
167812,M,0.7042195390033283,,Y,0,Separated,0,0,Y,Secondary / secondary special,2,0,0,0.0,Managers
258972,F,0.6142928633127689,0.6940926425266661,N,1,Married,0,0,N,Higher education,2,0,0,,
192884,M,0.6591900495008605,0.4884551844437485,N,0,Married,1,0,N,Secondary / secondary special,2,0,0,1.0,
314671,F,0.696667485193953,0.7751552674785404,Y,0,Separated,0,0,N,Higher education,1,0,0,0.0,Core staff
270323,F,0.5979593944418736,0.7826078370261895,Y,0,Married,1,0,N,Secondary / secondary special,2,0,0,1.0,
124985,F,0.702896911120988,0.3740208032583212,Y,0,Married,0,0,N,Secondary / secondary special,1,0,0,0.0,Sales staff
156777,F,0.3405824736802565,,N,1,Married,0,0,N,Lower secondary,2,0,0,1.0,
220689,M,0.7982356665179351,0.5298898341969072,Y,0,Civil marriage,1,0,N,Secondary / secondary special,2,0,0,1.0,
395779,F,0.5974440952359762,0.5549467685334323,Y,0,Married,0,0,N,Secondary / secondary special,2,0,2,1.0,Cleaning staff
393898,F,0.1405648504850698,0.3589512285783967,N,1,Married,1,0,N,Secondary / secondary special,3,0,2,0.0,Sales staff
195467,F,0.4098011492529554,0.2225807646753351,Y,0,Separated,1,0,N,Secondary / secondary special,2,0,1,1.0,Laborers
357738,F,0.0240214805177299,,Y,0,Married,1,0,N,Secondary / secondary special,3,0,0,0.0,Laborers
282916,M,0.70056265195321,0.5082869913916046,N,1,Married,0,1,Y,Higher education,2,1,0,0.0,
338163,F,0.3814347589940718,,N,0,Married,1,0,N,Secondary / secondary special,3,0,2,0.0,Core staff
313277,M,0.6573158210441619,,Y,0,Married,1,1,N,Secondary / secondary special,2,0,0,1.0,Drivers
371775,M,0.5623051159972904,0.7380196196295241,Y,0,Married,1,1,Y,Higher education,3,0,0,1.0,Core staff
174926,F,0.6922316384385054,0.3457848024695955,N,1,Married,1,0,N,Secondary / secondary special,3,0,0,1.0,Sales staff
432201,F,0.6448978383770547,0.3062022983135042,N,1,Married,1,0,N,Higher education,1,0,0,0.0,Secretaries
206191,F,0.6141944150324954,0.2471909382666521,Y,1,Married,0,0,N,Secondary / secondary special,2,1,0,1.0,High skill tech staff
401426,M,0.6249251425435919,0.2955826421513093,N,0,Civil marriage,0,0,Y,Higher education,2,1,0,0.0,Managers
334956,F,0.5784383271312111,0.6313545365850379,Y,0,Separated,1,0,N,Lower secondary,2,0,0,0.0,
280523,F,0.7094486613920431,0.8193176922872417,Y,0,Civil marriage,1,0,Y,Higher education,1,0,2,0.0,
329038,F,0.2124369819072672,0.6528965519806539,Y,0,Single / not married,1,0,N,Secondary / secondary special,2,0,1,0.0,Laborers
120568,F,0.5998242208881726,0.7001838506835805,Y,1,Married,1,0,N,Secondary / secondary special,2,1,0,1.0,High skill tech staff
246801,M,0.4327535015568649,0.8128226070575616,Y,1,Married,0,1,Y,Secondary / secondary special,2,0,0,0.0,Laborers
137460,M,0.3812129257871774,0.0426338430544307,N,0,Separated,1,0,N,Secondary / secondary special,3,0,1,0.0,Low-skill Laborers
333865,F,0.2362949593109763,0.5136937663039473,Y,0,Civil marriage,1,1,N,Higher education,2,0,0,1.0,Medicine staff
140667,M,0.0657808033187125,,Y,0,Civil marriage,1,1,N,Secondary / secondary special,3,0,0,0.0,
409357,M,0.2897212419460685,,N,0,Single / not married,0,0,N,Higher education,3,0,0,,High skill tech staff
348592,F,0.3593182363659372,0.4188542886233217,Y,0,Civil marriage,0,0,N,Secondary / secondary special,2,0,0,1.0,
130536,F,0.5915505010985768,,Y,0,Married,1,0,N,Incomplete higher,2,0,1,,
205439,M,0.5004447019601558,0.1664055461839363,N,0,Single / not married,1,0,N,Secondary / secondary special,2,0,0,1.0,IT staff
256622,F,0.602519148522533,0.6195277080511546,N,0,Single / not married,1,1,N,Secondary / secondary special,2,1,0,0.0,Laborers
407720,M,0.6152871832623411,0.3825018041447388,Y,0,Married,1,0,N,Secondary / secondary special,2,0,1,1.0,Managers
148478,F,0.253284768428344,0.3910549766342248,Y,0,Separated,0,0,N,Secondary / secondary special,2,0,1,0.0,Laborers
266306,F,0.7770389550995289,0.7252764347002191,Y,0,Single / not married,0,0,N,Secondary / secondary special,2,0,0,1.0,
263601,F,0.6513708764512699,0.5989262182569273,Y,0,Separated,0,1,N,Higher education,2,1,0,1.0,
326579,F,0.7732849814348132,0.6109913280868294,N,1,Married,1,0,N,Secondary / secondary special,2,0,0,0.0,
202813,F,0.174435094931364,0.4507472818545589,Y,1,Separated,0,0,N,Secondary / secondary special,3,0,0,1.0,
187321,M,0.7353258048957276,0.6279908192952864,Y,0,Civil marriage,1,0,N,Secondary / secondary special,2,0,0,1.0,Laborers
220830,F,0.1621921059592286,0.4365064990977374,Y,0,Single / not married,1,0,N,Secondary / secondary special,2,0,0,1.0,Cooking staff
226606,M,0.4605529118958775,0.8425892767430772,Y,0,Civil marriage,1,0,N,Secondary / secondary special,2,0,0,0.0,Sales staff
255072,F,0.418507619465926,0.5136937663039473,Y,0,Single / not married,1,0,N,Incomplete higher,2,0,1,1.0,Core staff
167878,M,0.1040626079234875,0.3139166772114369,N,1,Separated,1,0,N,Secondary / secondary special,3,1,0,1.0,Laborers
147553,F,0.7213439873616608,0.4223696523543468,N,1,Single / not married,1,0,Y,Higher education,2,0,0,0.0,Managers
195122,M,0.5842447837671353,,Y,0,Single / not married,0,1,Y,Secondary / secondary special,2,0,0,0.0,Laborers
243791,M,0.60219440550037,,N,0,Married,0,0,Y,Secondary / secondary special,1,0,0,1.0,Managers
370195,M,0.7004250159335118,0.324891229465852,Y,1,Married,0,1,N,Higher education,3,0,2,0.0,Managers
454056,M,0.7029471420326784,0.3123653692278984,Y,0,Married,0,0,Y,Secondary / secondary special,2,1,1,0.0,
446571,M,0.6341607487144458,0.4294236843421945,Y,0,Married,1,1,N,Secondary / secondary special,2,0,1,0.0,Drivers
314437,F,0.5333876592404788,0.6109913280868294,Y,0,Married,1,0,N,Secondary / secondary special,2,0,0,1.0,Core staff
296876,F,0.388491555803847,,Y,1,Married,1,0,N,Secondary / secondary special,2,0,0,,Laborers
146778,F,0.0038980201826125,0.7688075728291359,Y,0,Married,1,0,N,Secondary / secondary special,3,0,1,1.0,Security staff
367670,F,0.4301143762828877,0.6925590674998008,Y,0,Married,1,0,N,Higher education,2,0,1,1.0,Core staff
452938,F,0.7412116369900852,0.7544061731797895,Y,0,Married,0,0,Y,Secondary / secondary special,2,0,0,1.0,
171816,F,0.7460474932123411,0.2940831009471255,Y,0,Married,1,0,N,Secondary / secondary special,2,0,0,1.0,Sales staff
133141,M,0.6210010673322365,0.5424451438613613,N,0,Single / not married,0,1,N,Secondary / secondary special,2,0,0,,Drivers
222426,F,0.5184988775506173,0.434733248750173,Y,0,Civil marriage,0,0,N,Secondary / secondary special,2,0,2,1.0,Sales staff
273791,F,0.4518352745977593,0.4848514754962666,N,1,Married,1,0,N,Secondary / secondary special,2,0,0,0.0,
152509,F,0.5145670367196721,0.133429254467317,Y,0,Civil marriage,1,0,Y,Higher education,2,0,0,0.0,Sales staff
199332,F,0.5335835847653008,,Y,0,Married,1,0,N,Secondary / secondary special,2,0,0,1.0,Sales staff
350742,F,0.6474276917873898,0.3474182272002641,Y,1,Civil marriage,0,0,Y,Higher education,2,0,1,1.0,
302418,M,0.3262613859924608,0.5154953751603267,Y,0,Married,0,0,N,Higher education,2,0,0,1.0,
355325,F,0.1704749244258174,0.5814837058057234,Y,1,Married,1,0,N,Secondary / secondary special,3,0,0,1.0,Sales staff
288037,M,0.4739047882467746,0.470456116119975,Y,0,Married,1,0,N,Secondary / secondary special,2,0,0,0.0,Security staff
434299,F,0.4982579508887639,0.475849908720221,Y,1,Married,0,0,N,Higher education,2,1,1,1.0,Accountants
392200,F,0.3510548025131566,0.6212263380626669,Y,0,Married,1,0,N,Secondary / secondary special,2,0,0,1.0,
430310,F,0.4779954507559247,,N,0,Civil marriage,1,0,N,Secondary / secondary special,2,0,1,0.0,Laborers
173643,F,0.5636071294127138,0.3656165070113335,Y,1,Married,1,0,N,Higher education,1,0,0,0.0,Sales staff
399954,F,0.6962375511730732,0.375711009574066,N,1,Married,1,0,N,Higher education,2,1,0,0.0,Managers
121338,F,0.194293834370055,0.5513812618027899,Y,0,Widow,1,0,N,Secondary / secondary special,2,0,0,0.0,Laborers
150410,F,0.4806532701224859,0.6971469077844458,Y,0,Married,1,0,N,Secondary / secondary special,3,0,0,0.0,
401227,M,0.2652563401861944,0.3506958432829587,N,0,Civil marriage,1,0,N,Lower secondary,2,0,0,0.0,Laborers
266933,F,0.4422946612453707,0.2103502286944494,Y,1,Married,1,0,N,Lower secondary,3,1,2,0.0,Laborers
417762,F,0.4962407302032871,,Y,1,Civil marriage,0,0,N,Higher education,2,1,0,0.0,Sales staff
241069,M,0.5090322123888877,0.5620604831738043,Y,0,Married,0,0,Y,Higher education,3,0,0,0.0,
430331,F,0.6394207038380507,0.5726825047161584,N,1,Married,0,0,N,Higher education,1,0,1,0.0,Accountants
370492,F,0.7299459512203599,0.4578995512067301,Y,0,Single / not married,1,0,N,Secondary / secondary special,1,0,0,0.0,Accountants
342191,M,0.1621921059592286,0.1237353221130787,Y,0,Widow,1,0,N,Secondary / secondary special,2,0,0,1.0,
191077,F,0.2617678790286115,0.633031641417419,Y,0,Married,1,0,Y,Secondary / secondary special,2,0,0,1.0,Laborers
